	Leafname	GenbkID	KS_index	ClusterID	Clade
161	ADGS01000013|c1|122553-137693|+|BSU6633_07526|polyketide_synthase_of_type_I|EFG92811|4594-4997|KS3|KS4	ADGS01000013	KS4	c1	Clade_3
162	ADGS01000013|c1|137695-151365|+|BSU6633_07531|polyketide_synthase_of_type_I|EFG92812|1935-2373|KS2|KS6	ADGS01000013	KS6	c1	Clade_64
163	ADGS01000013|c1|137695-151365|+|BSU6633_07531|polyketide_synthase_of_type_I|EFG92812|2895-3315|KS3|KS7	ADGS01000013	KS7	c1	Clade_82
164	ADGS01000013|c1|137695-151365|+|BSU6633_07531|polyketide_synthase_of_type_I|EFG92812|4103-4505|KS4|KS8	ADGS01000013	KS8	c1	Clade_3
165	ADGS01000013|c1|137695-151365|+|BSU6633_07531|polyketide_synthase_of_type_I|EFG92812|441-878|KS1|KS5	ADGS01000013	KS5	c1	Clade_69
166	ADGS01000013|c1|151381-164163|+|BSU6633_07536|polyketide_synthase|EFG92813|2318-2732|KS2|KS10	ADGS01000013	KS10	c1	Clade_47
167	ADGS01000013|c1|151381-164163|+|BSU6633_07536|polyketide_synthase|EFG92813|3528-3942|KS3|KS11	ADGS01000013	KS11	c1	Clade_79
168	ADGS01000013|c1|151381-164163|+|BSU6633_07536|polyketide_synthase|EFG92813|400-837|KS1|KS9	ADGS01000013	KS9	c1	Clade_69
169	ADGS01000013|c1|164153-180697|+|BSU6633_07541|polyketide_synthase_of_type_I|EFG92814|1119-1544|KS1|KS12	ADGS01000013	KS12	c1	Clade_1
170	ADGS01000013|c1|164153-180697|+|BSU6633_07541|polyketide_synthase_of_type_I|EFG92814|2607-3042|KS2|KS13	ADGS01000013	KS13	c1	Clade_12
171	ADGS01000013|c1|164153-180697|+|BSU6633_07541|polyketide_synthase_of_type_I|EFG92814|4107-4541|KS3|KS14	ADGS01000013	KS14	c1	Clade_12
172	ADGS01000013|c1|180712-188343|+|BSU6633_07546|polyketide_synthase|EFG92815|1531-1948|KS2|KS16	ADGS01000013	KS16	c1	Clade_33
173	ADGS01000013|c1|180712-188343|+|BSU6633_07546|polyketide_synthase|EFG92815|530-962|KS1|KS15	ADGS01000013	KS15	c1	Clade_72
174	ADGX01000046|c1|11524-22125||FrEUN1fDRAFT_3241|Mycocerosate_synthase._6-deoxyerythronolide-B_synthase|EFC83617|1717-2140|KS2|KS2	ADGX01000046	KS2	c1	Clade_40
175	ADGX01000046|c1|22245-32822||FrEUN1fDRAFT_3242|Acyl_transferase|EFC83618|1177-1603|KS2|KS1	ADGX01000046	KS1	c1	Clade_40
176	ADGX01000046|c1|302-11524||FrEUN1fDRAFT_3240|6-deoxyerythronolide-B_synthase_6-methylsalicylic_acid_synthase|EFC83616|1631-2064|KS2|KS4	ADGX01000046	KS4	c1	clade_not_conserved
177	ADGX01000046|c1|302-11524||FrEUN1fDRAFT_3240|6-deoxyerythronolide-B_synthase_6-methylsalicylic_acid_synthase|EFC83616|2534-2956|KS3|KS5	ADGX01000046	KS5	c1	clade_not_conserved
178	ADGX01000046|c1|302-11524||FrEUN1fDRAFT_3240|6-deoxyerythronolide-B_synthase_6-methylsalicylic_acid_synthase|EFC83616|423-846|KS1|KS3	ADGX01000046	KS3	c1	Clade_43
179	ADHJ01000037|c1|116853-133178||PVOR_20694|putative_mixed_polyketide_synthase_non-ribosomal_peptide_synthetase|EFU39755|1392-1810|KS2|KS4	ADHJ01000037	KS4	c1	Clade_78
180	ADHJ01000037|c1|116853-133178||PVOR_20694|putative_mixed_polyketide_synthase_non-ribosomal_peptide_synthetase|EFU39755|2657-3075|KS3|KS5	ADHJ01000037	KS5	c1	Clade_78
181	ADHJ01000037|c1|116853-133178||PVOR_20694|putative_mixed_polyketide_synthase_non-ribosomal_peptide_synthetase|EFU39755|3444-3881|KS4|KS6	ADHJ01000037	KS6	c1	Clade_71
182	ADHJ01000037|c1|116853-133178||PVOR_20694|putative_mixed_polyketide_synthase_non-ribosomal_peptide_synthetase|EFU39755|4969-5405|KS5|KS7	ADHJ01000037	KS7	c1	Clade_33
183	ADHJ01000037|c1|116853-133178||PVOR_20694|putative_mixed_polyketide_synthase_non-ribosomal_peptide_synthetase|EFU39755|600-1037|KS1|KS3	ADHJ01000037	KS3	c1	Clade_54
184	ADHJ01000037|c1|133175-138994||PVOR_20699|Beta-ketoacyl_synthase|EFU39756|1029-1445|KS1|KS2	ADHJ01000037	KS2	c1	Clade_93
185	ADHJ01000037|c1|139017-143564||PVOR_20704|putative_polyketide_synthase|EFU39757|441-878|KS1|KS1	ADHJ01000037	KS1	c1	Clade_69
186	AEAI01000264|c1|1951-9975||PSYPI_05483|beta-ketoacyl_synthase|EGH41895|1-240|KS1|KS1	AEAI01000264	KS1	c1	Clade_6
187	AEAI01000264|c1|1951-9975||PSYPI_05483|beta-ketoacyl_synthase|EGH41895|1336-1768|KS2|KS2	AEAI01000264	KS2	c1	Clade_61
188	AEAI01000264|c1|1951-9975||PSYPI_05483|beta-ketoacyl_synthase|EGH41895|2389-2674|KS3|KS3	AEAI01000264	KS3	c1	Clade_39
189	AEAN01000377|c1|2543-8998|+|PSYAP_09535|beta-ketoacyl_synthase|EGH76912|1-402|KS1|KS1	AEAN01000377	KS1	c1	Clade_6
190	AEAN01000377|c1|2543-8998|+|PSYAP_09535|beta-ketoacyl_synthase|EGH76912|1498-1930|KS2|KS2	AEAN01000377	KS2	c1	Clade_61
191	AEAN01000377|c1|9034-12105|+|PSYAP_09540|beta-ketoacyl_synthase|EGH76913|387-800|KS1|KS3	AEAN01000377	KS3	c1	Clade_39
192	AEAO01000064|c1|15827-19526|+|PSYAR_03224|beta-ketoacyl_synthase|EGH69554|670-1099|KS1|KS4	AEAO01000064	KS4	c1	Clade_53
193	AEAO01000064|c1|6253-15816|+|PSYAR_03219|beta-ketoacyl_synthase|EGH69553|1-402|KS1|KS1	AEAO01000064	KS1	c1	Clade_6
194	AEAO01000064|c1|6253-15816|+|PSYAR_03219|beta-ketoacyl_synthase|EGH69553|1498-1930|KS2|KS2	AEAO01000064	KS2	c1	Clade_61
195	AEAO01000064|c1|6253-15816|+|PSYAR_03219|beta-ketoacyl_synthase|EGH69553|2551-2964|KS3|KS3	AEAO01000064	KS3	c1	Clade_39
196	AEDD01000016|c1|58918-66009|+|PaecuDRAFT_4694|Beta-ketoacyl_synthase|EFM08505|1257-1681|KS2|KS2	AEDD01000016	KS2	c1	clade_not_conserved
197	AEDD01000016|c1|58918-66009|+|PaecuDRAFT_4694|Beta-ketoacyl_synthase|EFM08505|29-451|KS1|KS1	AEDD01000016	KS1	c1	clade_not_conserved
198	AF318063|c1|11325-17555|+|no_locus_tag|MmpB|AAM12911|26-448|KS1|KS4	AF318063	KS4	c1	Clade_63
199	AF318063|c1|1706-10243|+|no_locus_tag|MmpA|AAM12909|1963-2399|KS3|KS3	AF318063	KS3	c1	Clade_63
200	AF318063|c1|1706-10243|+|no_locus_tag|MmpA|AAM12909|30-458|KS1|KS1	AF318063	KS1	c1	Clade_34
201	AF318063|c1|1706-10243|+|no_locus_tag|MmpA|AAM12909|715-1130|KS2|KS2	AF318063	KS2	c1	Clade_53
202	AF318063|c1|20958-40526|+|no_locus_tag|MmpD|AAM12913|1878-2291|KS2|KS6	AF318063	KS6	c1	Clade_93
203	AF318063|c1|20958-40526|+|no_locus_tag|MmpD|AAM12913|3383-3817|KS3|KS7	AF318063	KS7	c1	Clade_63
204	AF318063|c1|20958-40526|+|no_locus_tag|MmpD|AAM12913|37-460|KS1|KS5	AF318063	KS5	c1	Clade_7
205	AF318063|c1|20958-40526|+|no_locus_tag|MmpD|AAM12913|5307-5723|KS4|KS8	AF318063	KS8	c1	Clade_93
206	AF318063|c1|45729-46967|+|no_locus_tag|MupG|AAM12921|9-409|KS1|KS9	AF318063	KS9	c1	Clade_5
207	AF318063|c1|49802-53377|+|no_locus_tag|MmpE|AAM12925|47-478|KS1|KS10	AF318063	KS10	c1	Clade_74
208	AF318063|c1|63348-65585|+|no_locus_tag|MmpF|AAM12934|12-444|KS1|KS11	AF318063	KS11	c1	Clade_2
209	AF484556|c1|69681-82994|+|no_locus_tag|hybrid_nonribosomal_peptide_synthetase___polyketide_synthase|AAN85522|1931-2346|KS1|KS1	AF484556	KS1	c1	Clade_75
210	AF484556|c1|69681-82994|+|no_locus_tag|hybrid_nonribosomal_peptide_synthetase___polyketide_synthase|AAN85522|2664-3085|KS2|KS2	AF484556	KS2	c1	Clade_44
211	AF484556|c1|69681-82994|+|no_locus_tag|hybrid_nonribosomal_peptide_synthetase___polyketide_synthase|AAN85522|3933-4352|KS3|KS3	AF484556	KS3	c1	Clade_4
212	AF484556|c1|82991-105040|+|no_locus_tag|polyketide_synthase|AAN85523|1765-2189|KS2|KS5	AF484556	KS5	c1	Clade_89
213	AF484556|c1|82991-105040|+|no_locus_tag|polyketide_synthase|AAN85523|3799-4232|KS3|KS6	AF484556	KS6	c1	Clade_48
214	AF484556|c1|82991-105040|+|no_locus_tag|polyketide_synthase|AAN85523|5391-5818|KS4|KS7	AF484556	KS7	c1	Clade_21
215	AF484556|c1|82991-105040|+|no_locus_tag|polyketide_synthase|AAN85523|929-1350|KS1|KS4	AF484556	KS4	c1	Clade_66
216	AFDH01000057|c1|21827-24580||HMPREF9413_5749|Beta-ketoacyl_synthase_C-terminal_domain_protein|EGL17688|40-484|KS1|KS3	AFDH01000057	KS3	c1	clade_not_conserved
217	AFDH01000057|c1|24597-29267||HMPREF9413_5750|phosphopantetheine_attachment_domain_protein|EGL17679|26-452|KS1|KS2	AFDH01000057	KS2	c1	clade_not_conserved
218	AFDH01000057|c1|30566-32464||HMPREF9413_5752|Beta-ketoacyl_synthase_N-terminal_domain_protein|EGL17689|41-466|KS1|KS1	AFDH01000057	KS1	c1	clade_not_conserved
219	AFSU01000026|c1|55860-64405|+|BB65665_07348|DfnD|EJD68299|119-543|KS1|KS1	AFSU01000026	KS1	c1	Clade_42
220	AFSU01000026|c1|55860-64405|+|BB65665_07348|DfnD|EJD68299|2099-2517|KS2|KS2	AFSU01000026	KS2	c1	Clade_47
221	AFSU01000053|c1|1-8139||BB65665_11355|DfnG|EJD67450|2098-2502|KS2|KS6	AFSU01000053	KS6	c1	Clade_78
222	AFSU01000053|c1|1-8139||BB65665_11355|DfnG|EJD67450|620-1038|KS1|KS5	AFSU01000053	KS5	c1	Clade_47
223	AFSU01000053|c1|13957-20253||BB65665_11365|DfnE|EJD67452|1647-2050|KS2|KS3	AFSU01000053	KS3	c1	Clade_3
224	AFSU01000053|c1|13957-20253||BB65665_11365|DfnE|EJD67452|452-885|KS1|KS2	AFSU01000053	KS2	c1	Clade_54
225	AFSU01000053|c1|20272-22704||BB65665_11370|DfnD|EJD67453|155-591|KS1|KS1	AFSU01000053	KS1	c1	Clade_12
226	AFSU01000053|c1|8191-13917||BB65665_11360|DfnF|EJD67451|427-864|KS1|KS4	AFSU01000053	KS4	c1	Clade_69
227	AFSU01000070|c1|1-5511|+|BB65665_13131|DfnG|EJD67096|1368-1787|KS2|KS2	AFSU01000070	KS2	c1	Clade_4
228	AFSU01000070|c1|1-5511|+|BB65665_13131|DfnG|EJD67096|162-591|KS1|KS1	AFSU01000070	KS1	c1	Clade_12
229	AFSU01000070|c1|13257-19409|+|BB65665_13141|DfnI|EJD67098|656-1081|KS1|KS5	AFSU01000070	KS5	c1	Clade_62
230	AFSU01000070|c1|5516-13234|+|BB65665_13136|DfnH|EJD67097|2093-2502|KS2|KS4	AFSU01000070	KS4	c1	Clade_3
231	AFSU01000070|c1|5516-13234|+|BB65665_13136|DfnH|EJD67097|879-1306|KS1|KS3	AFSU01000070	KS3	c1	Clade_65
232	AFSU01000076|c1|104368-111372|+|BB65665_14958|MlnE|EJD66742|1868-2286|KS2|KS8	AFSU01000076	KS8	c1	Clade_4
233	AFSU01000076|c1|104368-111372|+|BB65665_14958|MlnE|EJD66742|650-1070|KS1|KS7	AFSU01000076	KS7	c1	Clade_65
234	AFSU01000076|c1|111396-117107|+|BB65665_14963|MlnF|EJD66743|1020-1441|KS1|KS9	AFSU01000076	KS9	c1	Clade_65
235	AFSU01000076|c1|117107-124486|+|BB65665_14968|MlnG|EJD66744|1998-2414|KS2|KS11	AFSU01000076	KS11	c1	Clade_4
236	AFSU01000076|c1|117107-124486|+|BB65665_14968|MlnG|EJD66744|665-1086|KS1|KS10	AFSU01000076	KS10	c1	Clade_65
237	AFSU01000076|c1|78590-90847|+|BB65665_14943|MlnB|EJD66739|11-434|KS1|KS1	AFSU01000076	KS1	c1	Clade_41
238	AFSU01000076|c1|78590-90847|+|BB65665_14943|MlnB|EJD66739|1550-1985|KS2|KS2	AFSU01000076	KS2	c1	clade_not_conserved
239	AFSU01000076|c1|78590-90847|+|BB65665_14943|MlnB|EJD66739|3168-3604|KS3|KS3	AFSU01000076	KS3	c1	Clade_26
240	AFSU01000076|c1|90847-95619|+|BB65665_14948|MlnC|EJD66740|662-1086|KS1|KS4	AFSU01000076	KS4	c1	Clade_65
241	AFSU01000076|c1|95667-104375|+|BB65665_14953|MlnD|EJD66741|2146-2578|KS2|KS6	AFSU01000076	KS6	c1	Clade_29
242	AFSU01000076|c1|95667-104375|+|BB65665_14953|MlnD|EJD66741|667-1084|KS1|KS5	AFSU01000076	KS5	c1	Clade_65
243	AFSU01000081|c1|1-13997|+|BB65665_16323|BaeJ|EJD66460|1434-1859|KS1|KS1	AFSU01000081	KS1	c1	Clade_1
244	AFSU01000081|c1|1-13997|+|BB65665_16323|BaeJ|EJD66460|2990-3427|KS2|KS2	AFSU01000081	KS2	c1	Clade_12
245	AFSU01000081|c1|1-13997|+|BB65665_16323|BaeJ|EJD66460|4215-4618|KS3|KS3	AFSU01000081	KS3	c1	Clade_3
246	AFSU01000081|c1|13999-27426|+|BB65665_16328|BaeL|EJD66461|1895-2333|KS2|KS5	AFSU01000081	KS5	c1	Clade_64
247	AFSU01000081|c1|13999-27426|+|BB65665_16328|BaeL|EJD66461|2838-3258|KS3|KS6	AFSU01000081	KS6	c1	Clade_82
248	AFSU01000081|c1|13999-27426|+|BB65665_16328|BaeL|EJD66461|4027-4430|KS4|KS7	AFSU01000081	KS7	c1	Clade_3
249	AFSU01000081|c1|13999-27426|+|BB65665_16328|BaeL|EJD66461|416-853|KS1|KS4	AFSU01000081	KS4	c1	Clade_69
250	AFSU01000081|c1|27444-37979|+|BB65665_16333|BaeM|EJD66462|2287-2701|KS2|KS9	AFSU01000081	KS9	c1	Clade_47
251	AFSU01000081|c1|27444-37979|+|BB65665_16333|BaeM|EJD66462|391-826|KS1|KS8	AFSU01000081	KS8	c1	Clade_69
252	AFSU01000081|c1|37969-45873|+|BB65665_16338|BaeN|EJD66463|1106-1531|KS1|KS10	AFSU01000081	KS10	c1	Clade_1
253	AFSU01000082|c1|1-8437|+|BB65665_16343|BaeN|EJD66458|1-388|KS1|KS1	AFSU01000082	KS1	c1	Clade_12
254	AFSU01000082|c1|1-8437|+|BB65665_16343|BaeN|EJD66458|1432-1866|KS2|KS2	AFSU01000082	KS2	c1	Clade_12
255	AFSU01000083|c1|1-7347|+|BB65665_16353|BaeR|EJD66454|1454-1867|KS2|KS2	AFSU01000083	KS2	c1	Clade_33
256	AFSU01000083|c1|1-7347|+|BB65665_16353|BaeR|EJD66454|478-910|KS1|KS1	AFSU01000083	KS1	c1	Clade_72
257	AGEN01000003|c1|18464-23359||HMPREF1207_00008|hypothetical_protein|EPD93442|40-484|KS1|KS3	AGEN01000003	KS3	c1	clade_not_conserved
258	AGEN01000003|c1|23376-28046||HMPREF1207_00009|hypothetical_protein|EPD93443|26-452|KS1|KS2	AGEN01000003	KS2	c1	clade_not_conserved
259	AGEN01000003|c1|29346-31244||HMPREF1207_00011|hypothetical_protein|EPD93445|41-466|KS1|KS1	AGEN01000003	KS1	c1	clade_not_conserved
260	AGFW01000009|c1|24619-32250||BSSC8_25500|polyketide_synthase|EHA29453|1531-1948|KS2|KS16	AGFW01000009	KS16	c1	Clade_33
261	AGFW01000009|c1|24619-32250||BSSC8_25500|polyketide_synthase|EHA29453|530-961|KS1|KS15	AGFW01000009	KS15	c1	Clade_72
262	AGFW01000009|c1|32265-48809||BSSC8_25510|polyketide_synthase_of_type_I|EHA29454|1118-1543|KS1|KS12	AGFW01000009	KS12	c1	Clade_1
263	AGFW01000009|c1|32265-48809||BSSC8_25510|polyketide_synthase_of_type_I|EHA29454|2605-3040|KS2|KS13	AGFW01000009	KS13	c1	Clade_12
264	AGFW01000009|c1|32265-48809||BSSC8_25510|polyketide_synthase_of_type_I|EHA29454|4105-4539|KS3|KS14	AGFW01000009	KS14	c1	Clade_12
265	AGFW01000009|c1|48799-61410||BSSC8_25520|polyketide_synthase|EHA29455|2263-2677|KS2|KS10	AGFW01000009	KS10	c1	Clade_47
266	AGFW01000009|c1|48799-61410||BSSC8_25520|polyketide_synthase|EHA29455|337-774|KS1|KS9	AGFW01000009	KS9	c1	Clade_69
267	AGFW01000009|c1|48799-61410||BSSC8_25520|polyketide_synthase|EHA29455|3473-3887|KS3|KS11	AGFW01000009	KS11	c1	Clade_79
268	AGFW01000009|c1|61603-75213||BSSC8_25530|polyketide_synthase_of_type_I|EHA29456|1923-2361|KS2|KS6	AGFW01000009	KS6	c1	Clade_64
269	AGFW01000009|c1|61603-75213||BSSC8_25530|polyketide_synthase_of_type_I|EHA29456|2874-3294|KS3|KS7	AGFW01000009	KS7	c1	Clade_82
270	AGFW01000009|c1|61603-75213||BSSC8_25530|polyketide_synthase_of_type_I|EHA29456|4083-4485|KS4|KS8	AGFW01000009	KS8	c1	Clade_3
271	AGFW01000009|c1|61603-75213||BSSC8_25530|polyketide_synthase_of_type_I|EHA29456|430-867|KS1|KS5	AGFW01000009	KS5	c1	Clade_69
272	AGFW01000009|c1|75215-90349||BSSC8_25540|polyketide_synthase_of_type_I|EHA29457|1764-2189|KS1|KS2	AGFW01000009	KS2	c1	Clade_1
273	AGFW01000009|c1|75215-90349||BSSC8_25540|polyketide_synthase_of_type_I|EHA29457|3343-3782|KS2|KS3	AGFW01000009	KS3	c1	Clade_12
274	AGFW01000009|c1|75215-90349||BSSC8_25540|polyketide_synthase_of_type_I|EHA29457|4592-4995|KS3|KS4	AGFW01000009	KS4	c1	Clade_3
275	AGFW01000009|c1|93210-94433||BSSC8_25580|polyketide_beta-ketoacylacyl_carrier_protein_synthase|EHA29461|1-401|KS1|KS1	AGFW01000009	KS1	c1	clade_not_conserved
276	AGSW01000116|c1|101955-107813|+|SPW_3207|putative_iterative_type-I_PKS_for_enediyne_biosynthesis|EHM28422|4-463|KS1|KS6	AGSW01000116	KS6	c1	clade_not_conserved
277	AGSW01000116|c1|56137-63201|+|SPW_3182|putative_type-I_PKS|EHM28397|13-449|KS1|KS1	AGSW01000116	KS1	c1	Clade_6
278	AGSW01000116|c1|56137-63201|+|SPW_3182|putative_type-I_PKS|EHM28397|1556-1991|KS2|KS2	AGSW01000116	KS2	c1	Clade_61
279	AGSW01000116|c1|63198-76544|+|SPW_3183|putative_type-I_PKS|EHM28398|1452-1879|KS2|KS4	AGSW01000116	KS4	c1	Clade_52
280	AGSW01000116|c1|63198-76544|+|SPW_3183|putative_type-I_PKS|EHM28398|2226-2641|KS3|KS5	AGSW01000116	KS5	c1	Clade_93
281	AGSW01000116|c1|63198-76544|+|SPW_3183|putative_type-I_PKS|EHM28398|279-702|KS1|KS3	AGSW01000116	KS3	c1	Clade_39
282	AGVS01000451|c1|13668-26033||BP354A_3645|polyketide_non-ribosomal_peptide_synthase|EIF79125|171-593|KS1|KS1	AGVS01000451	KS1	c1	clade_not_conserved
283	AGVS01000451|c1|13668-26033||BP354A_3645|polyketide_non-ribosomal_peptide_synthase|EIF79125|2177-2589|KS2|KS2	AGVS01000451	KS2	c1	Clade_47
284	AGVS01000588|c1|1-8462|+|BP354A_4369|beta-ketoacyl_synthase_domain-containing_protein|EIF77807|2060-2450|KS2|KS2	AGVS01000588	KS2	c1	Clade_80
285	AGVS01000588|c1|1-8462|+|BP354A_4369|beta-ketoacyl_synthase_domain-containing_protein|EIF77807|320-741|KS1|KS1	AGVS01000588	KS1	c1	Clade_82
286	AGVS01000588|c1|8459-16112|+|BP354A_4370|polyketide_synthase|EIF77808|1175-1600|KS1|KS3	AGVS01000588	KS3	c1	clade_not_conserved
287	AHBX01000119|c1|1-2660||SZMC14600_17360|polyketide_synthase|EHK84878|385-810|KS1|KS11	AHBX01000119	KS11	c1	Clade_62
288	AHBX01000119|c1|2665-27378||SZMC14600_17365|mixed_polyketide_synthase_non-ribosomal_peptide_synthetase|EHK84879|2828-3257|KS2|KS6	AHBX01000119	KS6	c1	Clade_30
289	AHBX01000119|c1|2665-27378||SZMC14600_17365|mixed_polyketide_synthase_non-ribosomal_peptide_synthetase|EHK84879|4333-4761|KS3|KS7	AHBX01000119	KS7	c1	Clade_66
290	AHBX01000119|c1|2665-27378||SZMC14600_17365|mixed_polyketide_synthase_non-ribosomal_peptide_synthetase|EHK84879|54-485|KS1|KS5	AHBX01000119	KS5	c1	Clade_48
291	AHBX01000119|c1|2665-27378||SZMC14600_17365|mixed_polyketide_synthase_non-ribosomal_peptide_synthetase|EHK84879|5558-5960|KS4|KS8	AHBX01000119	KS8	c1	Clade_3
292	AHBX01000119|c1|2665-27378||SZMC14600_17365|mixed_polyketide_synthase_non-ribosomal_peptide_synthetase|EHK84879|6401-6830|KS5|KS9	AHBX01000119	KS9	c1	Clade_70
293	AHBX01000119|c1|2665-27378||SZMC14600_17365|mixed_polyketide_synthase_non-ribosomal_peptide_synthetase|EHK84879|7756-8155|KS6|KS10	AHBX01000119	KS10	c1	Clade_3
294	AHBX01000119|c1|27375-30056||SZMC14600_17370|beta-ketoacyl_synthase|EHK84880|12-436|KS1|KS4	AHBX01000119	KS4	c1	Clade_2
295	AHBX01000119|c1|34741-48939||SZMC14600_17385|beta-ketoacyl_synthase|EHK84883|1-268|KS1|KS1	AHBX01000119	KS1	c1	Clade_66
296	AHBX01000119|c1|34741-48939||SZMC14600_17385|beta-ketoacyl_synthase|EHK84883|1326-1754|KS2|KS2	AHBX01000119	KS2	c1	Clade_67
297	AHBX01000119|c1|34741-48939||SZMC14600_17385|beta-ketoacyl_synthase|EHK84883|2835-3265|KS3|KS3	AHBX01000119	KS3	c1	Clade_43
298	AHBX01000215|c1|12983-31072|+|SZMC14600_22875|beta-ketoacyl_synthase|EHK80191|1138-1565|KS2|KS2	AHBX01000215	KS2	c1	Clade_66
299	AHBX01000215|c1|12983-31072|+|SZMC14600_22875|beta-ketoacyl_synthase|EHK80191|15-442|KS1|KS1	AHBX01000215	KS1	c1	Clade_2
300	AHBX01000215|c1|12983-31072|+|SZMC14600_22875|beta-ketoacyl_synthase|EHK80191|2623-3051|KS3|KS3	AHBX01000215	KS3	c1	Clade_67
301	AHBX01000215|c1|12983-31072|+|SZMC14600_22875|beta-ketoacyl_synthase|EHK80191|4132-4562|KS4|KS4	AHBX01000215	KS4	c1	Clade_43
302	AHBX01000215|c1|35757-38438|+|SZMC14600_22890|beta-ketoacyl_synthase|EHK80194|12-436|KS1|KS5	AHBX01000215	KS5	c1	Clade_2
303	AHBX01000215|c1|38435-47494|+|SZMC14600_22895|amino_acid_adenylation_protein|EHK80195|54-485|KS1|KS6	AHBX01000215	KS6	c1	Clade_48
304	AHBX01000215|c1|47515-63153|+|SZMC14600_22900|mixed_polyketide_synthase_non-ribosomal_peptide_synthetase|EHK80196|1-232|KS1|KS7	AHBX01000215	KS7	c1	Clade_30
305	AHBX01000215|c1|47515-63153|+|SZMC14600_22900|mixed_polyketide_synthase_non-ribosomal_peptide_synthetase|EHK80196|1308-1736|KS2|KS8	AHBX01000215	KS8	c1	Clade_66
306	AHBX01000215|c1|47515-63153|+|SZMC14600_22900|mixed_polyketide_synthase_non-ribosomal_peptide_synthetase|EHK80196|2533-2935|KS3|KS9	AHBX01000215	KS9	c1	Clade_3
307	AHBX01000215|c1|47515-63153|+|SZMC14600_22900|mixed_polyketide_synthase_non-ribosomal_peptide_synthetase|EHK80196|3376-3805|KS4|KS10	AHBX01000215	KS10	c1	Clade_70
308	AHBX01000215|c1|47515-63153|+|SZMC14600_22900|mixed_polyketide_synthase_non-ribosomal_peptide_synthetase|EHK80196|4731-5130|KS5|KS11	AHBX01000215	KS11	c1	Clade_3
309	AHBX01000215|c1|63158-65830|+|SZMC14600_22905|polyketide_synthase|EHK80197|385-810|KS1|KS12	AHBX01000215	KS12	c1	Clade_62
310	AHBZ02000147|c1|130063-151458||PCIT_14644|mixed_polyketide_synthase_non-ribosomal_peptide_synthetase|ERG17980|19-446|KS1|KS1	AHBZ02000147	KS1	c1	Clade_7
311	AHBZ02000147|c1|130063-151458||PCIT_14644|mixed_polyketide_synthase_non-ribosomal_peptide_synthetase|ERG17980|1937-2350|KS2|KS2	AHBZ02000147	KS2	c1	clade_not_conserved
312	AHBZ02000147|c1|130063-151458||PCIT_14644|mixed_polyketide_synthase_non-ribosomal_peptide_synthetase|ERG17980|4305-4722|KS3|KS3	AHBZ02000147	KS3	c1	clade_not_conserved
313	AHBZ02000147|c1|130063-151458||PCIT_14644|mixed_polyketide_synthase_non-ribosomal_peptide_synthetase|ERG17980|5496-5901|KS4|KS4	AHBZ02000147	KS4	c1	Clade_12
314	AHCD02000148|c1|128641-148443||PRUB_20204|mixed_polyketide_synthase_non-ribosomal_peptide_synthetase|ERG43300|1789-2202|KS2|KS2	AHCD02000148	KS2	c1	clade_not_conserved
315	AHCD02000148|c1|128641-148443||PRUB_20204|mixed_polyketide_synthase_non-ribosomal_peptide_synthetase|ERG43300|19-440|KS1|KS1	AHCD02000148	KS1	c1	Clade_7
316	AHCD02000148|c1|128641-148443||PRUB_20204|mixed_polyketide_synthase_non-ribosomal_peptide_synthetase|ERG43300|3965-4382|KS3|KS3	AHCD02000148	KS3	c1	clade_not_conserved
317	AHCD02000148|c1|128641-148443||PRUB_20204|mixed_polyketide_synthase_non-ribosomal_peptide_synthetase|ERG43300|5077-5478|KS4|KS4	AHCD02000148	KS4	c1	Clade_12
318	AHDJ01000055|c1|1-2298||IEE_05046|hypothetical_protein|EJQ38405|75-497|KS1|KS3	AHDJ01000055	KS3	c1	Clade_82
319	AHDJ01000055|c1|5147-6382||IEE_05050|hypothetical_protein|EJQ38409|12-411|KS1|KS2	AHDJ01000055	KS2	c1	clade_not_conserved
320	AHDJ01000055|c1|6605-9920||IEE_05052|hypothetical_protein|EJQ38411|54-471|KS1|KS1	AHDJ01000055	KS1	c1	Clade_78
321	AHDJ01000065|c1|25347-31631||IEE_05224|hypothetical_protein|EJQ37438|1321-1762|KS2|KS3	AHDJ01000065	KS3	c1	Clade_71
322	AHDJ01000065|c1|25347-31631||IEE_05224|hypothetical_protein|EJQ37438|433-870|KS1|KS2	AHDJ01000065	KS2	c1	Clade_69
323	AHDJ01000065|c1|31633-35094||IEE_05225|polyketide_synthase_PksN|EJQ37439|690-1093|KS1|KS1	AHDJ01000065	KS1	c1	Clade_3
324	AHDJ01000066|c1|1-4001||IEE_05226|hypothetical_protein|EJQ37418|877-1314|KS1|KS2	AHDJ01000066	KS2	c1	Clade_12
325	AHDJ01000066|c1|4022-7037||IEE_05227|hypothetical_protein|EJQ37419|355-793|KS1|KS1	AHDJ01000066	KS1	c1	Clade_64
326	AHGS01001228|c1|1-2300|+|SMCF_5512|non-ribosomal_peptide_synthetase_polyketide_synthase_Ta1|EHN75028|44-459|KS1|KS1	AHGS01001228	KS1	c1	Clade_74
327	AHGS01001228|c1|15250-16933|+|SMCF_5517|polyketide_synthase_modules_OzmN|EHN75029|13-438|KS1|KS2	AHGS01001228	KS2	c1	Clade_2
